party,name,riding,twitter_handle
PPC,Paul Reed,Compton-Stanstead,paul_d_reed
PPC,Arash Torbati,Dorval-Lachine-LaSalle,arashforppc
PPC,Steeve Paquet,Drummond,steeve_paquet
PPC,Éric Hébert,Gaspésie-Les Îles-de-la-Madeleine,
PPC,Mario-Roberto Lam,Gatineau,
PPC,Stepan Balatsko,Hochelaga,
PPC,Patrick St-Onge,Honoré-Mercier,
PPC,Rowen Tanguay,Hull-Aylmer,
PPC,Sylvain Prescott,Joliette,sylvainprescott
PPC,Sylvie Théodore,Jonquière,
PPC,Randy Manseau,La Pointe-de-l'Île,manseau_randy
PPC,Anouk Benzacar,La Prairie,
PPC,Dany Boudreault,Lac-Saint-Jean,
PPC,Gary Charles,Lac-Saint-Louis,garycharlesppc
PPC, ,LaSalle-Émard-Verdun,
PPC,Richard Evanko,Laurentides-Labelle,EvankoPpc
PPC,François Lefebvre,Laurier-Sainte-Marie,
PPC,Marie-Louise Beauchamp,Laval-Les Îles,
PPC,Marc Fontaine,Lévis-Lotbinière,
PPC,Henri Cousineau,Longueuil-Charles-LeMoyne,HenriCousineauP
PPC,Ellen Comeau,Longueuil-Saint-Hubert,
PPC,Daniel Brisson,Louis-Hébert,DanbQc
PPC,Guillaume Labonté-Côté,Louis-Saint-Laurent,
PPC,Jonathan Clavet,Manicouagan,
PPC,Émilio Migliozzi,Marc-Aurèle-Fortin,
PPC,Marie-Claude Lauzier,Mégantic-L'Érable,
PPC,Christian Montpetit,Mirabel,chris_montpetit
PPC,Julie Lavallée,Montarville,
PPC,Hugo Clenin,Montcalm,clenin_hugo
PPC,Abdeljalli El-mimouni,Montmagny-L'Islet-Kamouraska-Rivière-du-Loup,
PPC,Zachary Lozoff,Mount Royal,
PPC,André Valiquette,Notre-Dame-de-Grâce-Westmount,
PPC,Sabin Levesque,Outremont,
PPC,Mark Sibthorpe,Papineau,
PPC,Clifford Albert,Pierre-Boucher-Les Patriotes-Verchères,
PPC,Lee Weishar,Pierrefonds-Dollard,LeeWeishar
PPC,Mario Belec,Pontiac,mario_belec
PPC,Ken Pereira,Portneuf-Jacques-Cartier,kenpro11
PPC,Bruno Dabiré,Québec,gnouzaola
PPC,Samuel Saint-Laurent,Repentigny,SamuelSaintLau1
PPC,Maximo Gytrerez Diaz,Richmond-Arthabaska,
PPC,Pierre Lacombe,Rimouski-Neigette-Témiscouata-Les Basques,
PPC,Hans Roker Jr.,Rivière-des-Mille-Îles,RokerHans
PPC,Normand Michaud,Rivière-du-Nord,
PPC,Bobby Pellerin,Rosemont-La Petite-Patrie,
PPC, ,Saint-Hyacinthe-Bagot,
PPC, ,Saint-Jean,
PPC,Christopher Mikus,Saint-Laurent,
PPC,Tina Di Serio,Saint-Léonard-Saint-Michel,TinaDiSerio1
PPC,Nancy Brunelle,Saint-Maurice-Champlain,
PPC,Alain Savard,Salaberry-Suroît,
PPC,Mariam Sabbagh,Shefford,MariamSabbagh4
PPC,Pierre Lanoux,Sherbrooke,
PPC,Jeffrey Barnes,Terrebonne,
PPC,Désiré Mounanga,Thérèse-De Blainville,
PPC, ,Trois-Rivières,
PPC,Kaylin Tam,Vaudreuil-Soulanges,
PPC,Jean Langlais,Ville-Marie-Le Sud-Ouest-Île-des-Soeurs,
PPC,Suzanne Brunelle,Vimy,PpcVimy
PPC, , ,
PPC,Jason MacInnis,Battlefords-Lloydminster,PPCJasonMac
PPC,Cody Payant,Carlton Trail-Eagle Creek,PayantCody
PPC,Lee Andrew Harding,Cypress Hills-Grasslands,LeeHardingSK
PPC,Jerome Perrault,Desnethé-Missinippi-Churchill River,
PPC,Chey Craik,Moose Jaw-Lake Centre-Lanigan,cheycraik
PPC,Kelly Day,Prince Albert,KellyRDay19
PPC,Trevor Wowk,Regina-Lewvan,ybitechnology
PPC,Tracey Sparrowhawk,Regina-Qu'Appelle,
PPC,Mario Milanovski,Regina-Wascana,MarioM007
PPC,Mark Friesen,Saskatoon-Grasswood,MarkFriesen08
PPC,Guto Penteado,Saskatoon-University,gutopenteado
PPC,Isaac J. Hayes,Saskatoon West,
PPC,Phillip Zajac,Souris-Moose Mountain,
PPC,Ryan Schultz,Yorkton-Melville,RyanSchultz_PPC
PPC, , ,
PPC,Joseph Zelezny,Yukon,PpcYukon
Conservative,Andrew Scheer,Regina — Qu’Appelle,AndrewScheer
Conservative,Ziad Aboultaif,Edmonton Manning,ziad_aboultaif
Conservative,Leona Aglukkaq,Nunavut,leonaaglukkaq
Conservative,Scott Aitchison,Parry Sound — Muskoka,ScottAAitchison
Conservative,Dan Albas,Central Okanagan — Similkameen — Nicola,DanAlbas
Conservative,Harold Albrecht,Kitchener — Conestoga,Albrecht4KitCon
Conservative,Leona Alleslev,Aurora — Oak Ridges — Richmond Hill,LeonaAlleslev
Conservative,Dean Allison,Niagara West,DeanAllisonMP
Conservative,Stella Ambler,Mississauga — Lakeshore,StellaAmbler
Conservative,Theodore Antony,Markham — Stouffville,theodore_antony
Conservative,Scott Armstrong,Cumberland — Colchester,
Conservative,Mel Arnold,North Okanagan — Shuswap,MelArnoldMP
Conservative,Chani Aryeh,Eglinton — Lawrence,chaniaryehbain
Conservative,Sunny Attwal,Cambridge,SunnyCBridge
Conservative,Tina Bains,Surrey Centre,
Conservative,Tony Baldinelli,Niagara Falls,
Conservative,John Barlow,Foothills,JohnBarlowMP
Conservative,Bernard Barré,Saint-Hyacinthe — Bagot,
Conservative,Michael Barrett,Leeds-Grenville-Thousand Islands and Rideau Lakes,MikeBarrettON
Conservative,Sonia Baudelot,Marc-Aurèle-Fortin,
Conservative,Josée Bélanger,Berthier — Maskinongé,
Conservative,Bob Benzen,Calgary Heritage,BobBenzen
Conservative,Candice Bergen,Portage — Lisgar,CandiceBergenMP
Conservative,Joel Bernard,Ottawa — Vanier,VoteJoelCPC
Conservative,Luc Berthold,Mégantic — L’Érable,LucBerthold
Conservative,David Bertschi,Orléans,David_Bertschi
Conservative,James Bezan,Selkirk — Interlake — Eastman,jamesbezan
Conservative,Sanjay Bhatia,Davenport,
Conservative,Cyara Bird,Churchill — Keewatinook Aski,CyaraBird
Conservative,Dave Blackburn,Pontiac,Blackburn2019
Conservative,Steven Blaney,Bellechasse — Les Etchemins — Lévis,HonStevenBlaney
Conservative,Kelly Block,Carlton Trail — Eagle Creek,KellyBlockmp
Conservative,Sarah Bokhari,London North Centre,
Conservative,Sylvie Boucher,Beauport — Côte-de-Beaupré — Île d’Orléans — Charlevoix,SBoucherMP
Conservative,Bianca Boutin,Québec,BiancaBoutin
Conservative,Alex Bracci,Coast of Bays — Central — Notre Dame,
Conservative,Richard Bragdon,Tobique — Mactaquac,RichardBragdon
Conservative,Pierre Branchaud,Repentigny,
Conservative,Ramandeep Brar,Brampton South,electbrar
Conservative,John Brassard,Barrie — Innisfil,JohnBrassardCPC
Conservative,Lois Brown,Newmarket — Aurora,LoisBrownCanada
Conservative,David Busch,Saanich — Gulf Islands,DavidBusch2019
Conservative,Blaine Calkins,Red Deer — Lacombe,blainecalkinsmp
Conservative,Robert Campbell,Charlottetown,
Conservative,Réjeanne Caron,Saint Boniface — Saint Vital,
Conservative,Richard Caron,Victoria,
Conservative,Jordy Carr,Nipissing — Timiskaming,
Conservative,Colin Carrie,Oshawa,ColinCarrie
Conservative,David Cavey,Vancouver Centre,DavidCavey
Conservative,Matthew Chapman,Avalon,
Conservative,Irshad Chaudry,Scarborough Centre,Irshad_C18
Conservative,Kenny Chiu,Steveston — Richmond East,RmdKenny
Conservative,Michael Chong,Wellington — Halton Hills,MichaelChongMP
Conservative,Zia Choudhary,Toronto — Danforth,votezia2019
Conservative,Iftikhar Choudry,Humber River — Black Creek,iachoudry
Conservative,Monica Ciriello,Hamilton Centre,CirielloMonica
Conservative,Alupa Clarke,Beauport — Limoilou,Alupa_Clarke
Conservative,Carol Clemenhagen,Ottawa Centre,ottawaccarol
Conservative,Nathalie Clermont,Shefford,
Conservative,Patrick Clune,Longueuil — Saint-Hubert,
Conservative,Jason Cole,Dartmouth — Cole Harbour,
Conservative,Michael Cooper,St. Albert — Edmonton,Cooper4SAE
Conservative,Kevin Copley,Sackville — Preston — Chezzetcook,
Conservative,François Corriveau,Manicouagan,
Conservative,Bruno Côté,Brome — Missisquoi,
Conservative,Bruno-Pier Courchesne,Saint-Maurice — Champlain,
Conservative,Robert Coutu,La Pointe-de-l’Île,RobertJrCoutu
Conservative,Karen Cox,Vaudreuil — Soulanges,
Conservative,Guy Croteau,Honoré-Mercier,
Conservative,James Cumming,Edmonton Centre,CummingK
Conservative,Yanik D’Aigle,Northwest Territories,yanikdaigle
Conservative,Chris d’Entremont,West Nova,ChrisMLA
Conservative,Marc Dalton,Pitt Meadows — Maple Ridge,MarcDalton
Conservative,Raquel Dancho,Kildonan — St. Paul,RaquelDancho
Conservative,Mathieu Daviault,Pierre-Boucher — Les Patriotes — Verchères,DaviaultMathieu
Conservative,Scot Davidson,York-Simcoe,ScotDavidsonMP
Conservative,Gérard Deltell,Louis-Saint-Laurent,gerarddeltell
Conservative,Leo Demarce,Windsor — Tecumseh,
Conservative,Lise des Greniers,Laurier — Sainte-Marie,
Conservative,François Desrochers,Mirabel,
Conservative,Gisèle Desroches,Montcalm,
Conservative,Tom Dingwall,Ajax,TomDingwallAjax
Conservative,Kerry Diotte,Edmonton Griesbach,KerryDiotte
Conservative,Kathleen Dixon,Vancouver Quadra,
Conservative,Todd Doherty,Cariboo — Prince George,ToddDohertyMP
Conservative,Terry Dowdall,Simcoe — Grey,TerryDowdallcpc
Conservative,Shelley Downey,North Island — Powell River,
Conservative,Neil Drabkin,Notre-Dame-de-Grâce — Westmount,
Conservative,Earl Dreeshen,Red Deer — Mountain View,earl_dreeshen
Conservative,Mike Duggan,Hull — Aylmer,
Conservative,Eric Duncan,Stormont — Dundas — South Glengarry,EricDuncanSDSG
Conservative,Tim Durkin,Bay of Quinte,QuinteDurkin
Conservative,Peter Dyakowski,Hamilton Mountain,PeterDyakowski
Conservative,Ryan Dyck,Winnipeg Centre,
Conservative,Jessica Ebacher,Drummond,
Conservative,Rima El-Helou,Vimy,
Conservative,Pierre-André Émond,Bécancour — Nicolet — Saurel,
Conservative,David Epp,Chatham-Kent — Leamington,
Conservative,Angelo Esposito,Alfred-Pellan,
Conservative,Ted Falk,Provencher,MPTedFalk
Conservative,Rosemarie Falk,Battlefords — Lloydminster,rosemarie_falk
Conservative,Frank Fang,Spadina — Fort York,
Conservative,Ed Fast,Abbotsford,HonEdFast
Conservative,Kimberly Fawcett,Scarborough Southwest,KimberlyFawcett
Conservative,Martin Ferron,Abitibi — Baie-James — Nunavik — Eeyou,
Conservative,Kerry-Lynne Findlay,South Surrey — White Rock,KerryLynneFindl
Conservative,Diane Finley,Haldimand — Norfolk,dianefinleymp
Conservative,Sarah Fischer,Don Valley North,SarahFischerDVN
Conservative,Larry Flemming,Labrador,Larry4Labrador
Conservative,Michael Forian,Ville-Marie — Le Sud-Ouest — Île-des-Soeurs,ForianVM
Conservative,Marie Claude Fournier,Thérèse-De Blainville,
Conservative,Nelson Fox,Madawaska — Restigouche,
Conservative,Jocelyn Fradette,Lac-Saint-Jean,
Conservative,Ann Francis,Lac-Saint-Louis,
Conservative,Philippe Gagnon,Jonquière,
Conservative,Cheryl Gallant,Renfrew — Nipissing — Pembroke,cherylgallant
Conservative,Bernard Généreux,Montmagny — L’Islet — Kamouraska — Rivière-du-Loup,GenereuxBernard
Conservative,Garnett Genuis,Sherwood Park — Fort Saskatchewan,GarnettGenuis
Conservative,Marilyn Gladu,Sarnia — Lambton,MPMarilynGladu
Conservative,Joël Godin,Portneuf — Jacques-Cartier,Pjcjoelgodin
Conservative,Sylvie Godin-Charest,Moncton — Riverview — Dieppe,sgc555
Conservative,Sylvie Goneau,Gatineau,
Conservative,Pawanjit Gosal,Brampton Centre,
Conservative,Jacques Gourde,Lévis — Lotbinière,
Conservative,Tracy Gray,Kelowna — Lake Country,TracyGrayKLC
Conservative,Serge Grégoire,Laurentides — Labelle,SergeGregoire
Conservative,Kraymr Grenke,Timmins — James Bay,
Conservative,Marie-Josée Guérette,Louis-Hébert,
Conservative,Rachael Harder,Lethbridge,RachaelHarderMP
Conservative,John Hirst,Nanaimo — Ladysmith,JohnHirst2019
Conservative,Glenn Hoa,Brossard — Saint-Lambert,
Conservative,Randy Hoback,Prince Albert,MPRandyHoback
Conservative,Bruce Holland,Halifax,
Conservative,Byron Horner,Courtenay — Alberni,byron4CA
Conservative,Sean Hu,Scarborough — Agincourt,SeanHuCPC
Conservative,Nicholas Insley,Coquitlam — Port Coquitlam,InsleyNicholas
Conservative,Mariam Ishak,Pierrefonds — Dollard,MariamIshakCPC
Conservative,Tamara Jansen,Cloverdale — Langley City,
Conservative,April Jeffs,Niagara Centre,April_Jeffs
Conservative,Matt Jeneroux,Edmonton Riverbend,jeneroux
Conservative,Andrea Johnson,Fredericton,
Conservative,Nikki Kaur,Hamilton East — Stoney Creek,
Conservative,Sarabjit Kaur,Etobicoke North,electsarabjitk
Conservative,Alan Keeso,Kitchener South — Hespeler,AlanKeeso
Conservative,Pat Kelly,Calgary Rocky Ridge,PatKelly_MP
Conservative,Peter Kent,Thornhill,KentThornhillMP
Conservative,Arpan Khanna,Brampton North,ArpanKhanna
Conservative,Robert Kitchen,Souris — Moose Mountain,
Conservative,Tom Kmiec,Calgary Shepard,tomkmiec
Conservative,Helena Konanz,South Okanagan — West Kootenay,HelenaKonanz
Conservative,David Kong,Scarborough North,
Conservative,Micheal Kram,Regina — Wascana,MichaelKramSK
Conservative,Teresa Kruze,Vaughan — Woodbridge,
Conservative,Damien Kurek,Battle River — Crowfoot,
Conservative,Stephanie Kusie,Calgary Midnapore,StephanieKusie
Conservative,Aino Laamanen,Nickel Belt,
Conservative,Kathy Laframboise,Ahuntsic-Cartierville,https://www.facebook.com/KathyLaframboisePCC/
Conservative,Mike Lake,Edmonton — Wetaskiwin,MikeLakeMP
Conservative,Hugues Laplante,Châteauguay — Lacolle,
Conservative,Isabelle Lapointe,La Prairie,ilapointePCC
Conservative,Celine Laquerre,Dorval — Lachine — LaSalle,
Conservative,Bert Laranjo,Hamilton West — Ancaster — Dundas,BertLaranjo
Conservative,Cynthia Larivière,Salaberry — Suroît,
Conservative,Henry Lau,Windsor West,
Conservative,Philip Lawrence,Northumberland — Peterborough South,PLawrence2019
Conservative,Daniel Lee,Willowdale,DanielLeePC
Conservative,Catherine Lefebvre,Bourassa,
Conservative,Richard Lehoux,Beauce,
Conservative,Pierre Lemieux,Glengarry—Prescott—Russell,CPCLemieux
Conservative,Ryan Lester,Toronto Centre,
Conservative,Yves Lévesque,Trois-Rivières,
Conservative,Chris Lewis,Essex,ChrisLewisEssex
Conservative,Ron Liepert,Calgary Signal Hill,RonLiepert
Conservative,Sam Lilly,Edmonton Strathcona,sam_lilly1
Conservative,Wladyslaw Lizon,Mississauga East — Cooksville,wladyslawlizon
Conservative,Dane Lloyd,Sturgeon River — Parkland,DaneLIoyd
Conservative,Ben Lobb,Huron — Bruce,BenLobbMP
Conservative,Marie Louis-Seize,Argenteuil — La Petite-Nation,
Conservative,Jasmine Louras,Outremont,JasmineLouras
Conservative,Tom Lukiwski,Moose Jaw — Lake Centre — Lanigan,TomLukiwski
Conservative,Michael Ma,Don Valley East,MichaelMaCPC
Conservative,Roger MacKay,Central Nova,RogerMacKayCPC
Conservative,Dave Mackenzie,Oxford,DaveMacKenzieMP
Conservative,Alfie MacLeod,Cape Breton — Canso,
Conservative,Martha MacQuarrie,Kings — Hants,Martha4KH
Conservative,Larry Maguire,Brandon — Souris,LarryMaguireMP
Conservative,Melanie Maher,Winnipeg South,melanielmaher
Conservative,Ilario Maiolo,Saint-Léonard — Saint-Michel,IlarioMaioloPCC
Conservative,Christine Marcoux,Hochelaga,NAHochelagaC
Conservative,Richard Martel,Chicoutimi — Le Fjord,richardmartelpc
Conservative,Terry Martin,St. John’s South — Mount Pearl,
Conservative,Jean-Martin Masse,Joliette,
Conservative,Daniel Mazier,Dauphin — Swan River — Neepawa,MBDan7
Conservative,Justina McCaffrey,Kanata — Carleton,justinabridal
Conservative,Todd McCarthy,Whitby,ToddMcCarthyCPC
Conservative,Kelly McCauley,Edmonton West,KellyMcCauleyMP
Conservative,Phil McColeman,Brantford — Brant,Phil4Brant
Conservative,Greg McLean,Calgary Centre,GregMcLeanYYC
Conservative,Peggy McLean,Miramichi — Grand Lake,
Conservative,Logan McLellan,Egmont,loganmp2019
Conservative,Cathy McLeod,Kamloops — Thompson — Cariboo,Cathy_McLeod
Conservative,Jessy McNeil,Compton — Stanstead,
Conservative,Ghada Melek,Mississauga — Streetsville,ghada_melek
Conservative,Eric Melillo,Kenora,Eric_Melillo
Conservative,Costas Menegakis,Richmond Hill,CostasMenegakis
Conservative,Jane Michael,Burlington,
Conservative,Milad Mikael,Mississauga Centre,
Conservative,Maikel Mikhael,Rivière-des-Mille-Îles,
Conservative,Rob Moore,Fundy Royal,RobMoore_CPC
Conservative,Marty Morantz,Charleswood — St. James — Assiniboia — Headingley,marty_morantz
Conservative,Rob Morrison,Kootenay — Columbia,
Conservative,Glen Motz,Medicine Hat — Cardston — Warner,GlenMotz
Conservative,Cyma Musarat,Pickering — Uxbridge,cmusarat
Conservative,John Nater,Perth — Wellington,JohnNaterMP
Conservative,Nadirah Nazeer,Beaches—East York,NadirahNazeer
Conservative,Erin O’Toole,Durham,ErinOTooleMP
Conservative,Barry O’Brien,Etobicoke — Lakeshore,VoteBarry4EL
Conservative,Cameron Ogilive,Winnipeg North,
Conservative,Ted Opitz,Etobicoke Centre,TedOpitz
Conservative,Eddie Orrell,Sydney — Victoria,
Conservative,Jeremy Patzer,Cypress Hills — Grasslands,jp4cp
Conservative,Pierre Paul-Hus,Charlesbourg — Haute-Saint-Charles,PierrePaulHus
Conservative,Tom Pentefountas,Laval — Les Îles,
Conservative,Rick Perkins,South Shore — St. Margarets,
Conservative,Randall Pewarchuk,Esquimalt — Saanich — Sooke,
Conservative,Adam Pham,Parkdale–High Park,AdamPhamforMP
Conservative,Wayne Phelan,Cardigan,
Conservative,Jean-Pierre Pigeon,Gaspésie — Les Îles-de-la-Madeleine,JPierrePigeon
Conservative,Pierre Poilievre,Carleton,PierrePoilievre
Conservative,Mario Provencher,Abitibi — Témiscamingue,MarioProvenche1
Conservative,Frank Pullia,Thunder Bay — Superior North,frank_pullia
Conservative,Shinder Purewal,Fleetwood — Port Kells,ShinderPurewal
Conservative,Helen Quan,Vancouver Kingsway,
Conservative,Lisa Raitt,Milton,lraitt
Conservative,Jasveen Rattan,York South — Weston,jasveenrattan
Conservative,Claire Rattée,Skeena — Bulkley Valley,ClaireRattee
Conservative,Alain Rayes,Richmond — Arthabaska,AlainRayes
Conservative,Brad Redekopp,Saskatoon West,BradRedekopp
Conservative,Scott Reid,Lanark — Frontenac — Kingston,ScottReidCPC
Conservative,Michelle Rempel,Calgary Nose Hill,MichelleRempel
Conservative,Blake Richards,Banff — Airdrie,BlakeRichardsMP
Conservative,Anna Roberts,King–Vaughan,VoteRoberts_CPC
Conservative,Yvonne Robertson,Don Valley West,YRobertsonCa
Conservative,Stéphane Robichaud,Longueuil — Charles-LeMoyne,StefrobiCAQ
Conservative,Claudio Rocchi,LaSalle — Émard — Verdun,ClaudioRocchi1
Conservative,Lianne Rood,Lambton — Kent — Middlesex,Lianne_Rood
Conservative,Alex Ruff,Bruce — Grey — Owen Sound,AlexRuff17
Conservative,Linda Rydholm,Thunder Bay — Rainy River,
Conservative,Ashish Sachan,Guelph,
Conservative,Jagdeep Sahota,Calgary Skyview,
Conservative,Johanna Sarfati,Rosemont — La Petite-Patrie,
Conservative,Bob Saroya,Markham — Unionville,BobSaroya
Conservative,Julie Sauvageau,Montarville,
Conservative,Jamie Schmale,Haliburton — Kawartha Lakes — Brock,Jamie_Schmale
Conservative,Zach Segal,Vancouver Granville,vancouver_segal
Conservative,Richard Serour,Saint-Laurent,SerourRichard
Conservative,Dany Sévigny,Sherbrooke,
Conservative,Martin Shields,Bow River,MartinBowRiver
Conservative,Jay Shin,Burnaby South,jayshin2019
Conservative,Doug Shipley,Barrie — Springwater — Oro-Medonte,DougShipleyBSOM
Conservative,Fred Shuman,Halifax West,ForShuman
Conservative,Harpreet Singh,Surrey — Newton,harpreetcpc
Conservative,Ramona Singh,Brampton East,RamonaToday
Conservative,Bobby Singh,Scarborough — Rouge Park,
Conservative,Michael Skinner,Peterborough — Kawartha,mikeskinnerptbo
Conservative,Derek Sloan,Hastings — Lennox and Addington,DerekSloanCPC
Conservative,Jonas Smith,Yukon,jonasjsmith
Conservative,Liz Snelgrove,London West,LizSnelgroveCPC
Conservative,Gerald Soroka,Yellowhead,
Conservative,Sonny Spina,Sault Ste. Marie,SonnySpina
Conservative,Pierre St-Amant,Sudbury,
Conservative,Brian St. Louis,Nepean,BrianForNepean
Conservative,Bruce Stanton,Simcoe North,bruce_stanton
Conservative,Warren Steinley,Regina — Lewvan,WSteinley_SP
Conservative,Stephen Stewart,Malpeque,
Conservative,Mark Strahl,Chilliwack — Hope,markstrahl
Conservative,Shannon Stubbs,Lakeland,ShannonStubbsMP
Conservative,David Sweet,Flamborough — Glanbrook,DavidSweetMP
Conservative,Eli Tannis,Ottawa South,eli_tannis
Conservative,Hani Tawfilis,Mississauga — Erin Mills,VoteTawfilis
Conservative,Murarilal Thapliyal,Brampton West,thapliyalbw
Conservative,Martin Thibert,Saint-Jean,
Conservative,Quintus Thuraisingham,Scarborough — Guildwood,
Conservative,Helen-Claire Tingling,University — Rosedale,HCTingling
Conservative,Corey Tochor,Saskatoon — University,ctochor
Conservative,Lawrence Toet,Elmwood — Transcona,lawrencetoet
Conservative,David Tordjman,Mount Royal,
Conservative,Annie Trudel,Terrebonne,
Conservative,Jae Truesdell,Toronto — St. Paul’s,
Conservative,Tim Uppal,Edmonton Mill Woods,TimUppal
Conservative,Michael van Holst,London — Fanshawe,mikevanholst
Conservative,Tom Varughese,Mississauga — Malton,TomVarughese4
Conservative,Karen Vecchio,Elgin — Middlesex — London,karen_vecchio
Conservative,Megan Veck,New Westminster — Burnaby,MeganVeck
Conservative,Sophie Veilleux,Papineau,
Conservative,Gary Vidal,Desnethé — Missinippi — Churchill River,GaryAVidal
Conservative,Arnold Viersen,Peace River — Westlock,ArnoldViersen
Conservative,Brad Vis,Mission — Matsqui — Fraser Canyon,BradleyVis
Conservative,Cathay Wagantall,Yorkton — Melville,cathayw
Conservative,Krystina Waler,St. Catharines,KrystinaWaler
Conservative,Joedy Wall,St. John’s East,
Conservative,Chris Warkentin,Grande Prairie — Mackenzie,chriswarkentin
Conservative,Kevin Waugh,Saskatoon — Grasswood,KevinWaugh_CPC
Conservative,Len Webber,Calgary Confederation,Webber4Confed
Conservative,Sean Weir,Oakville North — Burlington,SeanWeirONB
Conservative,Rodney Weston,Saint John — Rothesay,rodneywestonsj
Conservative,John Williamson,New Brunswick Southwest,JohnW_NB
Conservative,Dave Williamson,Algoma — Manitoulin — Kapuskasing,
Conservative,Rachel Willson,York Centre,rachelbwillson
Conservative,Mike Windsor,Bonavista — Burin — Trinity,
Conservative,Alice Wong,Richmond Centre,AliceWongCanada
Conservative,Stephen Woodworth,Kitchener Centre,Woodworth1CPC
Conservative,Ruslan Yakoviychuk,Kingston and the Islands,RYakoviychuk
Conservative,Terence Young,Oakville,Young4Oakville
Conservative,Wai Young,Vancouver South,WaiYoung
Conservative,Alex Yuan,Markham — Thornhill,AlexyuanCPC
Conservative,David Yurdiga,Fort McMurray — Cold Lake,DavidYurdiga
Conservative,Jerry Zhang,Waterloo,jerryzwaterloo
Conservative,Bob Zimmer,Prince George — Peace River — Northern Rockies,bobzimmermp